Time,Extension,Load,
56.4,6.76533,34.25078,
56.42,6.76751,34.35626,
56.44,6.76997,34.5019,
56.46,6.77262,34.53756,
56.48,6.77526,34.5072,
56.5,6.77771,34.41158,
56.52,6.77984,34.27134,
56.54,6.78177,34.2955,
56.56,6.7839,34.4519,
56.58,6.78643,34.60232,
56.6,6.7892,34.66271,
56.62,6.79195,34.64462,
56.64,6.7944,34.56658,
56.66,6.79654,34.50563,
56.68,6.79872,34.59561,
56.7,6.8012,34.80059,
56.72,6.80383,34.86723,
56.74,6.80642,34.78192,
56.76,6.80884,34.68484,
56.78,6.81097,34.52868,
56.8,6.81295,34.53325,
56.82,6.81514,34.72139,
56.84,6.81771,34.88704,
56.86,6.82049,34.81998,
56.88,6.82321,34.67617,
56.9,6.82559,34.47963,
56.92,6.82769,34.41993,
56.94,6.82986,34.5929,
56.96,6.83235,34.76874,
56.98,6.83502,34.78815,
57,6.83764,34.62802,
57.02,6.84007,34.53378,
57.04,6.84218,34.49398,
57.06,6.84416,34.5173,
57.08,6.84638,34.67514,
57.1,6.84895,34.83619,
57.12,6.8517,34.83068,
57.14,6.85438,34.71014,
57.16,6.85674,34.52448,
57.18,6.85885,34.36422,
57.2,6.86109,34.55328,
57.22,6.86365,34.76371,
57.24,6.86636,34.78462,
57.26,6.86897,34.7322,
57.28,6.87132,34.63311,
57.3,6.87334,34.54274,
57.32,6.87529,34.60798,
57.34,6.87754,34.81937,
57.36,6.88017,34.95539,
57.38,6.88299,34.89371,
57.4,6.88569,34.80819,
57.42,6.88801,34.71538,
57.44,6.89011,34.71936,
57.46,6.89238,34.9048,
57.48,6.89495,35.04073,
57.5,6.89762,35.04967,
57.52,6.90018,35.00257,
57.54,6.90247,34.87534,
57.56,6.90448,34.7564,
57.58,6.90646,34.83907,
57.6,6.90875,35.03771,
57.62,6.9114,35.16112,
57.64,6.91419,35.14634,
57.66,6.91686,35.03178,
57.68,6.9192,34.88031,
57.7,6.92131,34.88243,
57.72,6.92355,35.08946,
57.74,6.92608,35.2672,
57.76,6.92871,35.22339,
57.78,6.93125,35.10962,
57.8,6.93358,35.00929,
57.82,6.93562,34.93539,
57.84,6.93764,35.03981,
57.86,6.93996,35.22889,
57.88,6.94262,35.38005,
57.9,6.94539,35.35087,
57.92,6.94798,35.17073,
57.94,6.9502,34.99269,
57.96,6.95226,35.0167,
57.98,6.95457,35.22348,
58,6.95722,35.39133,
58.02,6.95997,35.39674,
58.04,6.96258,35.31129,
58.06,6.96488,35.17575,
58.08,6.96686,35.07913,
58.1,6.96885,35.09283,
58.12,6.97115,35.31297,
58.14,6.97379,35.41816,
58.16,6.97656,35.3243,
58.18,6.97917,35.19843,
58.2,6.98143,35.08716,
58.22,6.98355,35.14005,
58.24,6.98592,35.29862,
58.26,6.98859,35.45463,
58.28,6.99126,35.45647,
58.3,6.99376,35.40224,
58.32,6.99595,35.23601,
58.34,6.9979,35.13488,
58.36,6.99991,35.29271,
58.38,7.00228,35.55936,
58.4,7.00501,35.67841,
58.42,7.00785,35.644,
58.44,7.01047,35.49022,
58.46,7.01269,35.25538,
58.48,7.0148,35.23563,
58.5,7.01719,35.37827,
58.52,7.01983,35.46926,
58.54,7.02246,35.51078,
58.56,7.02495,35.48063,
58.58,7.02715,35.35037,
58.6,7.02913,35.28423,
58.62,7.03118,35.44834,
58.64,7.03358,35.6535,
58.66,7.03631,35.78293,
58.68,7.03913,35.8018,
58.7,7.0417,35.61002,
58.72,7.04388,35.4607,
58.74,7.046,35.50754,
58.76,7.04841,35.69045,
58.78,7.05106,35.74138,
58.8,7.05371,35.68957,
58.82,7.05618,35.61129,
58.84,7.05835,35.52101,
58.86,7.06032,35.51036,
58.88,7.06241,35.64862,
58.9,7.06486,35.88839,
58.92,7.0676,35.96172,
58.94,7.07035,35.92176,
58.96,7.0728,35.78927,
58.98,7.07491,35.69017,
59,7.07705,35.78717,
59.02,7.07952,35.9702,
59.04,7.08225,36.0296,
59.06,7.08494,35.98775,
59.08,7.08741,35.87172,
59.1,7.08952,35.66946,
59.12,7.09142,35.64695,
59.14,7.09348,35.81408,
59.16,7.09592,35.87207,
59.18,7.09866,35.8812,
59.2,7.10144,35.80552,
59.22,7.10397,35.68135,
59.24,7.10614,35.57817,
59.26,7.10831,35.69151,
59.28,7.11079,35.95816,
59.3,7.11345,36.05711,
59.32,7.11606,35.98814,
59.34,7.11847,35.85895,
59.36,7.1206,35.75217,
59.38,7.12256,35.76818,
59.4,7.1247,35.96102,
59.42,7.1272,36.12214,
59.44,7.12996,36.10777,
59.46,7.13272,35.93104,
59.48,7.13517,35.74025,
59.5,7.1373,35.67077,
59.52,7.13949,35.78123,
59.54,7.142,35.97233,
59.56,7.14469,35.98586,
59.58,7.14734,35.95897,
59.6,7.14976,35.91498,
59.62,7.15183,35.86971,
59.64,7.15377,35.96456,
59.66,7.15592,36.21499,
59.68,7.15846,36.39154,
59.7,7.16122,36.40541,
59.72,7.16395,36.25081,
59.74,7.16634,36.04591,
59.76,7.16845,35.98488,
59.78,7.17066,36.09576,
59.8,7.1732,36.19343,
59.82,7.17589,36.17305,
59.84,7.17851,36.07615,
59.86,7.18092,35.99632,
59.88,7.18301,35.91246,
59.9,7.18496,35.88451,
59.92,7.18715,35.98795,
59.94,7.18972,35.95809,
59.96,7.19249,35.7622,
59.98,7.19516,35.62403,
60,7.19751,35.50358,
60.02,7.19964,35.46437,
60.04,7.20192,35.66271,
60.06,7.20452,35.87918,
60.08,7.20724,35.84983,
60.1,7.20987,35.74731,
60.12,7.21222,35.63668,
60.14,7.21423,35.5494,
60.16,7.21615,35.6161,
60.18,7.21835,35.8323,
60.2,7.22093,35.95927,
60.22,7.22369,35.95255,
60.24,7.22636,35.83103,
60.26,7.2287,35.6921,
60.28,7.23083,35.71612,
60.3,7.23312,35.88608,
60.32,7.2357,35.99461,
60.34,7.23837,36.02337,
60.36,7.24096,36.01726,
60.38,7.24331,35.94592,
60.4,7.24535,35.82759,
60.42,7.24732,35.85618,
60.44,7.24957,36.04217,
60.46,7.25216,36.1684,
60.48,7.25491,36.14103,
60.5,7.25754,36.01293,
60.52,7.25984,35.86486,
60.54,7.26196,35.84106,
60.56,7.26428,35.99826,
60.58,7.26689,36.04865,
60.6,7.26957,35.93961,
60.62,7.27214,35.77388,
60.64,7.27446,35.64758,
60.66,7.27646,35.60849,
60.68,7.27844,35.74885,
60.7,7.28074,35.98258,
60.72,7.28338,36.01471,
60.74,7.28611,35.91047,
60.76,7.28868,35.67575,
60.78,7.29095,35.43024,
60.8,7.29309,35.42454,
60.82,7.29544,35.6493,
60.84,7.29808,35.86188,
60.86,7.30077,35.8339,
60.88,7.30336,35.67009,
60.9,7.30568,35.48948,
60.92,7.30769,35.36058,
60.94,7.3097,35.45142,
60.96,7.31203,35.71957,
60.98,7.31468,35.83215,
61,7.31742,35.79993,
61.02,7.31997,35.74181,
61.04,7.32219,35.6462,
61.06,7.32431,35.67218,
61.08,7.32668,35.92244,
61.1,7.32934,36.07748,
61.12,7.33202,35.97365,
61.14,7.33455,35.82794,
61.16,7.33678,35.69951,
61.18,7.33875,35.5949,
61.2,7.34078,35.72208,
61.22,7.34319,36.04277,
61.24,7.34591,36.18439,
61.26,7.34869,36.0663,
61.28,7.35125,35.8599,
61.3,7.35345,35.69991,
61.32,7.35557,35.75531,
61.34,7.35792,36.00434,
61.36,7.36053,36.14566,
61.38,7.36318,36.16698,
61.4,7.36574,36.17476,
61.42,7.36802,36.11662,
61.44,7.37002,36.05597,
61.46,7.37209,36.21696,
61.48,7.37452,36.49871,
61.5,7.37722,36.54264,
61.52,7.37996,36.47562,
61.54,7.38244,36.38942,
61.56,7.38458,36.31228,
61.58,7.38671,36.40484,
61.6,7.38914,36.55319,
61.62,7.39179,36.63145,
61.64,7.39444,36.5748,
61.66,7.39696,36.50936,
61.68,7.39918,36.39123,
61.7,7.40115,36.36231,
61.72,7.40321,36.52095,
61.74,7.40563,36.69014,
61.76,7.40833,36.78688,
61.78,7.41107,36.76665,
61.8,7.41358,36.55444,
61.82,7.41578,36.37263,
61.84,7.41794,36.46244,
61.86,7.42036,36.69369,
61.88,7.42299,36.76539,
61.9,7.42561,36.68145,
61.92,7.42808,36.59287,
61.94,7.43023,36.49353,
61.96,7.43218,36.49921,
61.98,7.4343,36.67904,
62,7.43682,36.82386,
62.02,7.4396,36.78558,
62.04,7.44236,36.65775,
62.06,7.44481,36.49952,
62.08,7.44694,36.42218,
62.1,7.4491,36.52747,
62.12,7.45156,36.73626,
62.14,7.45419,36.7976,
62.16,7.45677,36.79588,
62.18,7.4592,36.75925,
62.2,7.46136,36.68207,
62.22,7.46335,36.66714,
62.24,7.46553,36.84697,
62.26,7.4681,36.9851,
62.28,7.4709,37.03735,
62.3,7.47364,36.93313,
62.32,7.47605,36.76486,
62.34,7.47814,36.64875,
62.36,7.4803,36.74024,
62.38,7.48275,36.89045,
62.4,7.48539,36.92736,
62.42,7.488,36.84184,
62.44,7.49044,36.70713,
62.46,7.49258,36.62667,
62.48,7.49457,36.64384,
62.5,7.49678,36.85132,
62.52,7.49933,37.07824,
62.54,7.50207,37.17716,
62.56,7.50475,37.13878,
62.58,7.50713,37.0267,
62.6,7.50926,37.02138,
62.62,7.51151,37.1578,
62.64,7.51407,37.3447,
62.66,7.51677,37.39315,
62.68,7.51938,37.32779,
62.7,7.52174,37.26803,
62.72,7.52379,37.19719,
62.74,7.52574,37.25443,
62.76,7.52796,37.47884,
62.78,7.53056,37.67853,
62.8,7.53336,37.67952,
62.82,7.53606,37.62386,
62.84,7.53841,37.50983,
62.86,7.54052,37.44471,
62.88,7.54277,37.60571,
62.9,7.54533,37.69641,
62.92,7.54799,37.60643,
62.94,7.55055,37.40132,
62.96,7.55286,37.19555,
62.98,7.55488,37.08197,
63,7.55686,37.17974,
63.02,7.55915,37.38497,
63.04,7.56179,37.45974,
63.06,7.56457,37.43133,
63.08,7.56725,37.34591,
63.1,7.5696,37.24884,
63.12,7.5717,37.18505,
63.14,7.57393,37.25189,
63.16,7.57644,37.36526,
63.18,7.57907,37.34157,
63.2,7.58163,37.26025,
63.22,7.58398,37.13482,
63.24,7.58603,37.00954,
63.26,7.58804,37.06257,
63.28,7.59034,37.23473,
63.3,7.59299,37.35605,
63.32,7.59577,37.33804,
63.34,7.59838,37.27271,
63.36,7.60063,37.19249,
63.38,7.6027,37.23402,
63.4,7.60499,37.41368,
63.42,7.60763,37.52937,
63.44,7.61036,37.52539,
63.46,7.61296,37.4781,
63.48,7.61526,37.38203,
63.5,7.61726,37.22173,
63.52,7.61924,37.23746,
63.54,7.62154,37.41158,
63.56,7.62418,37.55048,
63.58,7.62696,37.47871,
63.6,7.62959,37.32155,
63.62,7.63187,37.16003,
63.64,7.63399,37.17399,
63.66,7.63636,37.35369,
63.68,7.63901,37.48637,
63.7,7.64168,37.45518,
63.72,7.64418,37.35411,
63.74,7.64639,37.14479,
63.76,7.64834,36.99575,
63.78,7.65032,37.09782,
63.8,7.65267,37.3203,
63.82,7.65538,37.46419,
63.84,7.65822,37.4642,
63.86,7.66085,37.33254,
63.88,7.66308,37.18384,
63.9,7.66519,37.26612,
63.92,7.66755,37.46322,
63.94,7.67017,37.53064,
63.96,7.67281,37.40833,
63.98,7.6753,37.21242,
64,7.67755,37.07161,
64.02,7.67955,36.98715,
64.04,7.68161,37.04702,
64.06,7.684,37.19136,
64.08,7.6867,37.29937,
64.1,7.6895,37.3002,
64.12,7.69209,37.23274,
64.14,7.69428,37.14761,
64.16,7.69639,37.21395,
64.18,7.69878,37.4358,
64.2,7.70143,37.52929,
64.22,7.70409,37.50471,
64.24,7.7066,37.43228,
64.26,7.70879,37.35324,
64.28,7.71075,37.29813,
64.3,7.71282,37.37342,
64.32,7.71524,37.55261,
64.34,7.71796,37.64264,
64.36,7.72073,37.55009,
64.38,7.72323,37.29314,
64.4,7.72536,37.09011,
64.42,7.72747,37.18979,
64.44,7.72993,37.43436,
64.46,7.73266,37.54335,
64.48,7.73536,37.50772,
64.5,7.73783,37.39849,
64.52,7.73994,37.25947,
64.54,7.74184,37.25509,
64.56,7.74388,37.42091,
64.58,7.7463,37.5915,
64.6,7.74906,37.6014,
64.62,7.75186,37.54353,
64.64,7.7544,37.39566,
64.66,7.75658,37.32983,
64.68,7.75875,37.44068,
64.7,7.76121,37.63529,
64.72,7.76387,37.69117,
64.74,7.76647,37.64959,
64.76,7.7689,37.6039,
64.78,7.77103,37.52346,
64.8,7.77298,37.57057,
64.82,7.7751,37.74628,
64.84,7.77758,37.89966,
64.86,7.78034,37.99379,
64.88,7.78313,37.94934,
64.9,7.7856,37.75465,
64.92,7.78773,37.64249,
64.94,7.78988,37.74339,
64.96,7.79236,37.86783,
64.98,7.79506,37.81131,
65,7.79772,37.69991,
65.02,7.80016,37.63145,
65.04,7.80225,37.52761,
65.06,7.80418,37.54873,
65.08,7.80632,37.7393,
65.1,7.80884,37.91376,
65.12,7.81159,37.93606,
65.14,7.81432,37.82757,
65.16,7.81673,37.68417,
65.18,7.81885,37.67213,
65.2,7.82106,37.86674,
65.22,7.82359,37.96711,
65.24,7.82628,37.89854,
65.26,7.82891,37.86008,
65.28,7.83134,37.83928,
65.3,7.83344,37.72073,
65.32,7.83538,37.72551,
65.34,7.83755,37.92533,
65.36,7.84012,38.14608,
65.38,7.84288,38.16935,
65.4,7.84557,38.00925,
65.42,7.84793,37.86562,
65.44,7.85006,37.74569,
65.46,7.85234,37.84952,
65.48,7.85493,38.03381,
65.5,7.85764,38.04491,
65.52,7.86025,37.96443,
65.54,7.86261,37.80874,
65.56,7.86462,37.71215,
65.58,7.86655,37.77039,
65.6,7.86875,37.98957,
65.62,7.87133,38.16036,
65.64,7.8741,38.21993,
65.66,7.87678,38.2191,
65.68,7.87914,38.08505,
65.7,7.88127,37.99833,
65.72,7.88352,38.16785,
65.74,7.88607,38.30476,
65.76,7.88873,38.26081,
65.78,7.89131,38.12532,
65.8,7.89369,37.9844,
65.82,7.89575,37.84535,
65.84,7.89773,37.93289,
65.86,7.89998,38.11604,
65.88,7.90257,38.19324,
65.9,7.90531,38.15589,
65.92,7.90794,38.00673,
65.94,7.91025,37.78412,
65.96,7.91236,37.76816,
65.98,7.91465,37.89734,
66,7.91726,37.92874,
66.02,7.91995,37.88047,
66.04,7.92253,37.80003,
66.06,7.92486,37.63765,
66.08,7.92688,37.48323,
66.1,7.92885,37.54268,
66.12,7.93111,37.78255,
66.14,7.93372,37.93289,
66.16,7.93646,37.92019,
66.18,7.93907,37.74771,
66.2,7.94137,37.48997,
66.22,7.94351,37.42334,
66.24,7.94585,37.63138,
66.26,7.94848,37.76773,
66.28,7.95117,37.8099,
66.3,7.95377,37.82476,
66.32,7.95609,37.57943,
66.34,7.95809,37.37222,
66.36,7.96008,37.48113,
66.38,7.9624,37.77471,
66.4,7.96503,37.98511,
66.42,7.96776,37.97961,
66.44,7.97033,37.86385,
66.46,7.97258,37.76517,
66.48,7.97472,37.80768,
66.5,7.97709,37.89997,
66.52,7.97975,37.95697,
66.54,7.98244,37.84577,
66.56,7.98498,37.62516,
66.58,7.98723,37.42106,
66.6,7.98918,37.26683,
66.62,7.99119,37.36616,
66.64,7.99358,37.60983,
66.66,7.99629,37.73461,
66.68,7.99907,37.71772,
66.7,8.00164,37.55153,
66.72,8.00385,37.43245,
66.74,8.00596,37.44752,
66.76,8.0083,37.59249,
66.78,8.01091,37.69695,
66.8,8.01358,37.66144,
66.82,8.01616,37.59708,
66.84,8.01844,37.46096,
66.86,8.02044,37.40131,
66.88,8.0225,37.5217,
66.9,8.02491,37.59881,
66.92,8.02761,37.67206,
66.94,8.03034,37.66814,
66.96,8.03283,37.52587,
66.98,8.035,37.39528,
67,8.03712,37.41811,
67.02,8.03953,37.57784,
67.04,8.04219,37.64085,
67.06,8.04485,37.63433,
67.08,8.04737,37.60509,
67.1,8.04959,37.51118,
67.12,8.05153,37.46257,
67.14,8.05358,37.52039,
67.16,8.05598,37.62195,
67.18,8.05869,37.71323,
67.2,8.06144,37.68596,
67.22,8.06397,37.47196,
67.24,8.06617,37.33134,
67.26,8.06834,37.40597,
67.28,8.07076,37.57311,
67.3,8.07339,37.62532,
67.32,8.07603,37.58757,
67.34,8.07851,37.49434,
67.36,8.08068,37.29961,
67.38,8.08263,37.312,
67.4,8.08472,37.55176,
67.42,8.08721,37.77719,
67.44,8.08997,37.78151,
67.46,8.09273,37.77777,
67.48,8.09522,37.70494,
67.5,8.09738,37.63953,
67.52,8.09953,37.7342,
67.54,8.10197,37.92504,
67.56,8.10459,37.99955,
67.58,8.10718,37.92614,
67.6,8.10962,37.85376,
67.62,8.11179,37.78402,
67.64,8.11378,37.79917,
67.66,8.11595,37.83464,
67.68,8.11848,37.89218,
67.7,8.12126,37.99665,
67.72,8.12401,37.99992,
67.74,8.12644,37.79169,
67.76,8.12856,37.61803,
67.78,8.13071,37.64756,
67.8,8.13316,37.77583,
67.82,8.13579,37.8862,
67.84,8.1384,37.85723,
67.86,8.14084,37.69839,
67.88,8.143,37.47433,
67.9,8.14499,37.35474,
67.92,8.14718,37.49666,
67.94,8.14973,37.70147,
67.96,8.15247,37.79057,
67.98,8.15515,37.77418,
68,8.15755,37.58838,
68.02,8.15967,37.52134,
68.04,8.16187,37.72677,
68.06,8.16441,37.87752,
68.08,8.1671,37.81544,
68.1,8.16973,37.78322,
68.12,8.17213,37.6982,
68.14,8.17419,37.5911,
68.16,8.17613,37.64607,
68.18,8.17833,37.83385,
68.2,8.18092,37.9481,
68.22,8.18372,37.88574,
68.24,8.18645,37.75631,
68.26,8.18882,37.61771,
68.28,8.19092,37.65062,
68.3,8.19315,37.81731,
68.32,8.1957,37.99671,
68.34,8.19838,37.97112,
68.36,8.20096,37.79546,
68.38,8.20329,37.64238,
68.4,8.20532,37.55674,
68.42,8.20728,37.61271,
68.44,8.20954,37.80028,
68.46,8.21216,37.94771,
68.48,8.21494,37.89965,
68.5,8.21764,37.79678,
68.52,8.22002,37.69769,
68.54,8.22213,37.70802,
68.56,8.22435,37.87816,
68.58,8.22685,38.02707,
68.6,8.22948,37.96474,
68.62,8.23205,37.90219,
68.64,8.23441,37.8037,
68.66,8.23648,37.70719,
68.68,8.23848,37.78426,
68.7,8.24076,37.992,
68.72,8.2434,38.13198,
68.74,8.24618,38.12674,
68.76,8.2488,38.00396,
68.78,8.25104,37.88696,
68.8,8.25309,37.91502,
68.82,8.25537,38.03662,
68.84,8.25799,38.05452,
68.86,8.26072,37.72128,
68.88,8.26333,37.33069,
68.9,8.26566,37.20992,
68.92,8.26767,37.27483,
68.94,8.26965,37.54119,
68.96,8.27194,37.85395,
68.98,8.27456,38.02949,
69,8.27734,38.05102,
69.02,8.27999,37.97711,
69.04,8.28228,37.87453,
69.06,8.28438,37.86115,
69.08,8.28672,38.01895,
69.1,8.28935,38.13232,
69.12,8.29203,38.07402,
69.14,8.29456,37.94156,
69.16,8.2968,37.7816,
69.18,8.29876,37.64561,
69.2,8.30074,37.71555,
69.22,8.30305,37.97158,
69.24,8.30574,38.17045,
69.26,8.30857,38.2233,
69.28,8.31122,38.09434,
69.3,8.31348,37.89265,
69.32,8.31559,37.88705,
69.34,8.31795,38.03254,
69.36,8.32058,38.06114,
69.38,8.32323,38.02486,
69.4,8.32573,38.02755,
69.42,8.32798,37.89992,
69.44,8.32998,37.8026,
69.46,8.33201,37.93501,
69.48,8.33438,38.17279,
69.5,8.33709,38.32129,
69.52,8.3399,38.29636,
69.54,8.3425,38.08087,
69.56,8.34471,37.93872,
69.58,8.34682,38.05338,
69.6,8.3492,38.23714,
69.62,8.35184,38.34593,
69.64,8.35449,38.27906,
69.66,8.35699,38.13518,
69.68,8.35919,38.00335,
69.7,8.36115,37.99081,
69.72,8.3632,38.12534,
69.74,8.36559,38.29016,
69.76,8.36831,38.46752,
69.78,8.3711,38.52355,
69.8,8.37364,38.39149,
69.82,8.3758,38.20124,
69.84,8.37791,38.20964,
69.86,8.38034,38.36866,
69.88,8.38304,38.48479,
69.9,8.38574,38.46889,
69.92,8.38823,38.3595,
69.94,8.39036,38.18824,
69.96,8.39226,38.13723,
69.98,8.3943,38.29788,
70,8.39672,38.55611,
70.02,8.39945,38.66562,
70.04,8.40224,38.57176,
70.06,8.40477,38.38294,
70.08,8.40694,38.24624,
70.1,8.40908,38.33517,
70.12,8.41154,38.48666,
70.14,8.41419,38.48898,
70.16,8.41682,38.40863,
70.18,8.41928,38.33548,
70.2,8.42145,38.2238,
70.22,8.42341,38.20277,
70.24,8.42552,38.35047,
70.26,8.42799,38.51195,
70.28,8.43075,38.53328,
70.3,8.43352,38.465,
70.32,8.43599,38.31421,
70.34,8.43813,38.20142,
70.36,8.44029,38.26184,
70.38,8.44278,38.38442,
70.4,8.44548,38.39756,
70.42,8.44814,38.34772,
70.44,8.45059,38.21402,
70.46,8.45269,38.06015,
70.48,8.45462,38.04813,
70.5,8.45672,38.22607,
70.52,8.45921,38.43741,
70.54,8.46197,38.52859,
70.56,8.46472,38.47635,
70.58,8.46717,38.34962,
70.6,8.46931,38.25919,
70.62,8.4715,38.33686,
70.64,8.47401,38.49839,
70.66,8.47669,38.55499,
70.68,8.47932,38.5251,
70.7,8.48176,38.49648,
70.72,8.48387,38.30891,
70.74,8.48582,38.25396,
70.76,8.48796,38.3771,
70.78,8.4905,38.48756,
70.8,8.49324,38.25305,
70.82,8.49593,37.90595,
70.84,8.49832,37.70382,
70.86,8.50045,37.62281,
70.88,8.50271,37.838,
70.9,8.50529,38.02056,
70.92,8.50801,38.0308,
70.94,8.51064,37.99298,
70.96,8.51302,37.85688,
70.98,8.51506,37.5482,
71,8.517,37.50022,
71.02,8.51917,37.77161,
71.04,8.52172,38.07002,
71.06,8.52446,38.19998,
71.08,8.52714,38.17138,
71.1,8.5295,37.94987,
71.12,8.53163,37.85523,
71.14,8.53389,37.98413,
71.16,8.53645,38.10544,
71.18,8.53913,38.11064,
71.2,8.54175,37.9641,
71.22,8.54416,37.78256,
71.24,8.54622,37.62156,
71.26,8.54817,37.66796,
71.28,8.55037,37.895,
71.3,8.55293,38.17545,
71.32,8.55565,38.29432,
71.34,8.5583,38.2533,
71.36,8.56064,38.07048,
71.38,8.56277,37.98079,
71.4,8.56505,38.12267,
71.42,8.56765,38.30779,
71.44,8.57035,38.42844,
71.46,8.57296,38.41315,
71.48,8.5753,38.26138,
71.5,8.57733,38.1015,
71.52,8.57929,38.15134,
71.54,8.58155,38.33028,
71.56,8.58416,38.51871,
71.58,8.58691,38.65096,
71.6,8.58952,38.62486,
71.62,8.59182,38.52937,
71.64,8.59394,38.54556,
71.66,8.59626,38.72638,
71.68,8.59887,38.88706,
71.7,8.60156,38.8993,
71.72,8.60416,38.79317,
71.74,8.60649,38.64831,
71.76,8.60851,38.53937,
71.78,8.61051,38.64433,
71.8,8.6128,38.89137,
71.82,8.61543,39.0474,
71.84,8.61817,39.02696,
71.86,8.62075,38.91278,
71.88,8.623,38.77206,
71.9,8.62513,38.82478,
71.92,8.62747,38.94945,
71.94,8.63011,39.0498,
71.96,8.63281,39.0294,
71.98,8.63537,38.96373,
72,8.63764,38.86796,
72.02,8.63962,38.75834,
72.04,8.64162,38.78863,
72.06,8.64397,38.92687,
72.08,8.64664,39.06021,
72.1,8.6494,39.1207,
72.12,8.65198,39.0269,
72.14,8.65423,38.88745,
72.16,8.65637,38.85735,
72.18,8.65874,38.99391,
72.2,8.66134,39.12994,
72.22,8.664,39.16203,
72.24,8.66656,39.12219,
72.26,8.66885,38.88754,
72.28,8.67085,38.72622,
72.3,8.67289,38.80342,
72.32,8.67527,38.95053,
72.34,8.67795,39.00809,
72.36,8.68069,38.90209,
72.38,8.68323,38.69275,
72.4,8.68542,38.62213,
72.42,8.68753,38.7957,
72.44,8.68991,39.02925,
72.46,8.69257,39.08012,
72.48,8.69524,39.04287,
72.5,8.69778,39.0258,
72.52,8.70002,38.83623,
72.54,8.70199,38.72575,
72.56,8.70404,38.92196,
72.58,8.70644,39.2279,
72.6,8.70912,39.34576,
72.62,8.71185,39.34814,
72.64,8.71437,39.197,
72.66,8.71657,39.04295,
72.68,8.71872,39.15035,
72.7,8.72113,39.3478,
72.72,8.72377,39.40415,
72.74,8.72641,39.36285,
72.76,8.7289,39.2398,
72.78,8.73108,39.05231,
72.8,8.73304,38.93034,
72.82,8.73512,39.02044,
72.84,8.73758,39.24706,
72.86,8.74033,39.33983,
72.88,8.74309,39.36,
72.9,8.74559,39.27729,
72.92,8.74776,39.15576,
72.94,8.74991,39.25129,
72.96,8.75235,39.45424,
72.98,8.75498,39.47007,
73,8.75759,39.42056,
73.02,8.76003,39.42425,
73.04,8.7622,39.30103,
73.06,8.76418,39.26497,
73.08,8.76631,39.44277,
73.1,8.76882,39.5857,
73.12,8.7716,39.57869,
73.14,8.77436,39.40129,
73.16,8.77682,39.09584,
73.18,8.77895,38.93242,
73.2,8.78111,39.02261,
73.22,8.78355,39.22882,
73.24,8.7862,39.33419,
73.26,8.78882,39.25652,
73.28,8.79128,39.12012,
73.3,8.79342,38.98621,
73.32,8.79539,39.02564,
73.34,8.79755,39.22932,
73.36,8.80009,39.47661,
73.38,8.80284,39.52967,
73.4,8.80555,39.4269,
73.42,8.80796,39.30385,
73.44,8.81009,39.25221,
73.46,8.8123,39.39957,
73.48,8.81483,39.57203,
73.5,8.81752,39.60596,
73.52,8.82015,39.58821,
73.54,8.82255,39.48331,
73.56,8.82461,39.37428,
73.58,8.82655,39.40502,
73.6,8.82874,39.60695,
73.62,8.83133,39.83189,
73.64,8.83414,39.88987,
73.66,8.83688,39.75331,
73.68,8.83926,39.56554,
73.7,8.84135,39.46077,
73.72,8.84355,39.57735,
73.74,8.84607,39.76602,
73.76,8.84874,39.83716,
73.78,8.85134,39.80784,
73.8,8.85369,39.68357,
73.82,8.85572,39.5237,
73.84,8.85768,39.5659,
73.86,8.85992,39.7924,
73.88,8.86254,39.93357,
73.9,8.86535,39.95402,
73.92,8.86807,39.86101,
73.94,8.87044,39.68558,
73.96,8.87253,39.59772,
73.98,8.87472,39.7229,
74,8.87721,39.80297,
74.02,8.87984,39.75957,
74.04,8.88243,39.69349,
74.06,8.88482,39.63234,
74.08,8.88689,39.63335,
74.1,8.88889,39.75934,
74.12,8.89114,40.00526,
74.14,8.89375,40.07776,
74.16,8.89652,39.96178,
74.18,8.89916,39.83078,
74.2,8.90144,39.69231,
74.22,8.90352,39.70792,
74.24,8.90579,39.89425,
74.26,8.9084,39.97956,
74.28,8.91115,39.98574,
74.3,8.91377,39.96646,
74.32,8.9161,39.90275,
74.34,8.9181,39.84067,
74.36,8.92006,39.93966,
74.38,8.92232,40.18153,
74.4,8.92495,40.32895,
74.42,8.92773,40.32576,
74.44,8.9304,40.22509,
74.46,8.9327,40.09189,
74.48,8.93482,40.11242,
74.5,8.93715,40.33755,
74.52,8.93978,40.46285,
74.54,8.94244,40.41277,
74.56,8.94496,40.35175,
74.58,8.94719,40.24568,
74.6,8.94915,40.18218,
74.62,8.95114,40.30939,
74.64,8.95346,40.54496,
74.66,8.95616,40.64785,
74.68,8.95901,40.60743,
74.7,8.96167,40.42992,
74.72,8.96391,40.20103,
74.74,8.96599,40.21668,
74.76,8.96831,40.48835,
74.78,8.97094,40.65274,
74.8,8.97361,40.56627,
74.82,8.97615,40.44155,
74.84,8.97842,40.30812,
74.86,8.98041,40.27016,
74.88,8.98244,40.39328,
74.9,8.98478,40.61066,
74.92,8.98747,40.79749,
74.94,8.99027,40.80713,
74.96,8.99287,40.67805,
74.98,8.99508,40.5447,
75,8.99719,40.60292,
75.02,8.99955,40.74034,
75.04,9.0022,40.79237,
75.06,9.00489,40.78006,
75.08,9.00742,40.72934,
75.1,9.00964,40.59956,
