Time,Extension,Load,
199.78,23.97122,111.00327,
199.8,23.97319,110.80448,
199.82001,23.97521,111.02126,
199.84,23.97757,111.55895,
199.86,23.98027,111.8935,
199.88,23.98306,111.83961,
199.89999,23.98563,111.53049,
199.92,23.98782,111.27385,
199.94,23.98991,111.47737,
199.96001,23.9923,112.03286,
199.98,23.99501,112.26807,
200,23.99773,112.11024,
200.02,24.00025,111.84174,
200.03999,24.00241,111.47459,
200.06,24.00431,111.30798,
200.08,24.00629,111.59377,
200.10001,24.00865,112.07641,
200.12,24.01135,112.30759,
200.14,24.01417,112.17912,
200.16,24.01678,111.78324,
200.17999,24.019,111.42503,
200.2,24.02114,111.54626,
200.22,24.02356,111.9745,
200.24001,24.02621,112.06677,
200.25999,24.02885,111.96816,
200.28,24.03133,111.80451,
200.3,24.03351,111.52638,
200.32001,24.03547,111.43051,
200.34,24.03753,111.68766,
200.36,24.03995,112.15926,
200.38,24.04268,112.44279,
200.39999,24.04547,112.31878,
200.42,24.048,111.80025,
200.44,24.05016,111.33865,
200.46001,24.0523,111.46507,
200.48,24.05475,111.9834,
200.5,24.05744,112.3064,
200.52,24.06012,112.19513,
200.53999,24.0626,111.92532,
200.56,24.06473,111.62041,
200.58,24.06666,111.57911,
200.60001,24.06874,111.92693,
200.62,24.0712,112.38432,
200.64,24.07394,112.46145,
200.66,24.07669,112.22877,
200.67999,24.07917,111.90379,
200.7,24.08133,111.76051,
200.72,24.0835,112.10915,
200.74001,24.08598,112.66747,
200.75999,24.08866,112.80782,
200.78,24.09129,112.55366,
200.8,24.09374,112.19078,
200.82001,24.09589,111.82299,
200.84,24.09784,111.78092,
200.86,24.09997,112.21773,
200.88,24.10248,112.63582,
200.89999,24.10523,112.74342,
200.92,24.10793,112.49423,
200.94,24.11035,111.99533,
200.96001,24.1125,111.73767,
200.98,24.11473,111.87615,
201,24.11727,112.0675,
201.02,24.11998,112.07809,
201.03999,24.12262,111.93884,
201.06,24.12503,111.78882,
201.08,24.12709,111.55779,
201.10001,24.12901,111.60124,
201.12,24.13115,112.07812,
201.14,24.13367,112.52486,
201.16,24.13643,112.54884,
201.17999,24.13914,112.1311,
201.2,24.14154,111.62664,
201.22,24.14369,111.46595,
201.24001,24.14592,111.82162,
201.25999,24.14845,112.20523,
201.28,24.15112,112.24602,
201.3,24.15374,112.09978,
201.32001,24.15615,111.83871,
201.34,24.15825,111.48138,
201.36,24.16019,111.43784,
201.38,24.16237,111.85786,
201.39999,24.16491,112.33064,
201.42,24.16764,112.41348,
201.44,24.17031,112.10625,
201.46001,24.17266,111.63183,
201.48,24.17478,111.45101,
201.5,24.17703,111.71449,
201.52,24.1796,112.11154,
201.53999,24.18229,112.2305,
201.56,24.18491,112.08938,
201.58,24.18729,111.78558,
201.60001,24.18935,111.50201,
201.62,24.19131,111.60019,
201.64,24.19354,112.13396,
201.66,24.19613,112.5134,
201.67999,24.19887,112.49661,
201.7,24.2015,112.25491,
201.72,24.20382,111.97955,
201.74001,24.20596,111.98264,
201.75999,24.20826,112.41762,
201.78,24.21084,112.80373,
201.8,24.21353,112.78619,
201.82001,24.21614,112.63594,
201.84,24.21852,112.40954,
201.86,24.22058,112.16282,
201.88,24.22257,112.33337,
201.89999,24.22483,112.54971,
201.92,24.22744,112.56079,
201.94,24.23017,112.37038,
201.96001,24.23276,112.00867,
201.98,24.23502,111.65841,
202,24.23712,111.71011,
202.02,24.23942,112.06539,
202.03999,24.24204,112.29316,
202.06,24.24474,112.08365,
202.08,24.24732,111.8667,
202.10001,24.24964,111.68114,
202.12,24.25165,111.54903,
202.14,24.25365,111.75914,
202.16,24.25597,112.36418,
202.17999,24.25864,112.75153,
202.2,24.26142,112.53543,
202.22,24.26402,112.14931,
202.24001,24.26628,111.8354,
202.25999,24.26839,111.86523,
202.28,24.2707,112.26236,
202.3,24.27329,112.56837,
202.32001,24.27595,112.53053,
202.34,24.27853,112.28769,
202.36,24.28086,111.93574,
202.38,24.28289,111.71378,
202.39999,24.28492,111.88361,
202.42,24.28727,112.26846,
202.44,24.28996,112.52687,
202.46001,24.29272,112.53674,
202.48,24.29527,112.29183,
202.5,24.29745,111.96297,
202.52,24.29954,111.99831,
202.53999,24.30189,112.40137,
202.56,24.30453,112.59897,
202.58,24.3072,112.40987,
202.60001,24.30976,112.02137,
202.62,24.31204,111.59088,
202.64,24.31402,111.36219,
202.66,24.31602,111.57985,
202.67999,24.31837,112.17873,
202.7,24.32104,112.57968,
202.72,24.32381,112.61818,
202.74001,24.32638,112.38947,
202.75999,24.32861,112.21903,
202.78,24.33075,112.44453,
202.8,24.33314,112.88293,
202.82001,24.33576,112.67045,
202.84,24.3384,112.23324,
202.86,24.34091,112.00982,
202.88,24.34313,111.8362,
202.89999,24.34509,111.72491,
202.92,24.34714,111.95819,
202.94,24.34957,112.38353,
202.96001,24.35231,112.63962,
202.98,24.35508,112.59766,
203,24.3576,112.14479,
203.02,24.35979,111.67628,
203.03999,24.36193,111.69219,
203.06,24.36434,112.13519,
203.08,24.36697,112.31882,
203.10001,24.36958,112.23632,
203.12,24.37205,112.06568,
203.14,24.37425,111.8765,
203.16,24.37624,111.83582,
203.17999,24.37835,112.22765,
203.2,24.38083,112.64792,
203.22,24.38359,112.73993,
203.24001,24.38637,112.58025,
203.25999,24.38886,112.26126,
203.28,24.391,112.04438,
203.3,24.3931,112.22784,
203.32001,24.39551,112.60969,
203.34,24.39815,112.73338,
203.36,24.4008,112.433,
203.38,24.4033,112.05345,
203.39999,24.4055,111.74834,
203.42,24.40748,111.73393,
203.44,24.40961,112.15281,
203.46001,24.41208,112.56493,
203.48,24.4148,112.68775,
203.5,24.41751,112.46163,
203.52,24.41994,112.03244,
203.53999,24.4221,111.71371,
203.56,24.4243,111.84595,
203.58,24.4268,112.20423,
203.60001,24.4295,112.32471,
203.62,24.43216,112.16496,
203.64,24.43459,111.87672,
203.66,24.43669,111.62357,
203.67999,24.43862,111.65103,
203.7,24.44075,112.14709,
203.72,24.44329,112.69279,
203.74001,24.44608,112.90623,
203.75999,24.44883,112.64945,
203.78,24.45126,112.15654,
203.8,24.45338,111.86613,
203.82001,24.45556,112.06656,
203.84,24.45807,112.56734,
203.86,24.46074,112.68594,
203.88,24.46334,112.44427,
203.89999,24.46572,112.12371,
203.92,24.46776,111.8075,
203.94,24.4697,111.93293,
203.96001,24.4719,112.42748,
203.98,24.47447,112.81867,
204,24.47725,112.91938,
204.02,24.48,112.76549,
204.03999,24.48243,112.49292,
204.06,24.48457,112.40596,
204.08,24.48675,112.76065,
204.10001,24.48922,113.22717,
204.12,24.49184,113.3568,
204.14,24.49444,113.23255,
204.16,24.49684,112.97959,
204.17999,24.49893,112.69048,
204.2,24.50091,112.72574,
204.22,24.50314,113.15879,
204.24001,24.50573,113.46757,
204.25999,24.50852,113.49055,
204.28,24.51118,113.24848,
204.3,24.51349,112.85884,
204.32001,24.51555,112.79446,
204.34,24.51779,113.25056,
204.36,24.52038,113.71878,
204.38,24.52311,113.8119,
204.39999,24.52574,113.61523,
204.42,24.52811,113.19846,
204.44,24.53015,112.79637,
204.46001,24.53209,112.74249,
204.48,24.5343,113.08768,
204.5,24.53688,113.39108,
204.52,24.53966,113.29068,
204.53999,24.54236,112.87312,
204.56,24.54472,112.40271,
204.58,24.54684,112.25911,
204.60001,24.54913,112.55982,
204.62,24.55173,112.8519,
204.64,24.55442,112.81502,
204.66,24.55698,112.73535,
204.67999,24.55927,112.55506,
204.7,24.56124,112.39878,
204.72,24.56319,112.59048,
204.74001,24.56546,113.06108,
204.75999,24.56811,113.24869,
204.78,24.57093,112.97804,
204.8,24.57362,112.42962,
204.82001,24.57592,111.97727,
204.84,24.57802,111.99373,
204.86,24.58033,112.50217,
204.88,24.58293,112.84588,
204.89999,24.5856,112.78668,
204.92,24.58814,112.51781,
204.94,24.59043,112.24216,
204.96001,24.59244,112.05177,
204.98,24.59442,112.26052,
205,24.59671,112.63441,
205.02,24.59937,112.87111,
205.03999,24.60219,112.78887,
205.06,24.60487,112.52425,
205.08,24.60715,112.24093,
205.10001,24.60925,112.35739,
205.12,24.61158,112.84634,
205.14,24.61419,113.09437,
205.16,24.61685,112.98698,
205.17999,24.61938,112.74679,
205.2,24.62163,112.49205,
205.22,24.62361,112.37743,
205.24001,24.62563,112.69865,
205.25999,24.62796,113.11595,
205.28,24.63065,113.35848,
205.3,24.63345,113.34217,
205.32001,24.63604,113.05124,
205.34,24.63824,112.68616,
205.36,24.64034,112.72307,
205.38,24.64272,113.06899,
205.39999,24.6454,113.18147,
205.42,24.64812,112.98698,
205.44,24.65063,112.65781,
205.46001,24.65281,112.36468,
205.48,24.65473,112.27383,
205.5,24.65673,112.54919,
205.52,24.65909,113.02409,
205.53999,24.66179,113.22393,
205.56,24.6646,113.15144,
205.58,24.66721,112.76924,
205.60001,24.66944,112.43469,
205.62,24.67156,112.54745,
205.64,24.67396,112.99847,
205.66,24.67659,113.14156,
205.67999,24.67921,113.02139,
205.7,24.68169,112.81952,
205.72,24.6839,112.47425,
205.74001,24.68587,112.30004,
205.75999,24.68792,112.61255,
205.78,24.69033,113.07848,
205.8,24.69307,113.30637,
205.82001,24.69588,113.24382,
205.84,24.69843,112.88528,
205.86,24.70059,112.58951,
205.88,24.70272,112.84756,
205.89999,24.70514,113.40625,
205.92,24.70781,113.63114,
205.94,24.71046,113.42413,
205.96001,24.71294,113.0826,
205.98,24.71511,112.73634,
206,24.71705,112.65656,
206.02,24.71913,113.12815,
206.03999,24.72158,113.72878,
206.06,24.72431,113.84379,
206.08,24.72706,113.49471,
206.10001,24.72956,112.9833,
206.12,24.73173,112.57848,
206.14,24.73389,112.77738,
206.16,24.73636,113.26527,
206.17999,24.73903,113.3373,
206.2,24.74166,113.11124,
206.22,24.74413,112.85065,
206.24001,24.74629,112.59706,
206.25999,24.74824,112.57888,
206.28,24.75036,113.02023,
206.3,24.75286,113.55096,
206.32001,24.75562,113.62219,
206.34,24.75835,113.32742,
206.36,24.76077,112.86717,
206.38,24.76291,112.64767,
206.39999,24.76512,112.88471,
206.42,24.76765,113.21767,
206.44,24.77037,113.14881,
206.46001,24.77302,112.93526,
206.48,24.77546,112.61848,
206.5,24.77756,112.26777,
206.52,24.77949,112.24603,
206.53999,24.78161,112.69474,
206.56,24.78412,113.21408,
206.58,24.78686,113.40361,
206.60001,24.78956,113.26178,
206.62,24.79196,112.92857,
206.64,24.79409,112.76853,
206.66,24.7963,113.00294,
206.67999,24.79882,113.39188,
206.7,24.80148,113.49126,
206.72,24.80409,113.3252,
206.74001,24.80652,113.11998,
206.75999,24.80864,112.84511,
206.78,24.81059,112.83606,
206.8,24.81275,113.12075,
206.82001,24.81527,113.4166,
206.84,24.81798,113.46805,
206.86,24.82066,113.30439,
206.88,24.82304,113.01894,
206.89999,24.82517,112.95419,
206.92,24.82741,113.28931,
206.94,24.82998,113.61288,
206.96001,24.83267,113.66676,
206.98,24.8353,113.51873,
207,24.83771,113.28887,
207.02,24.83978,113.05074,
207.03999,24.84173,113.07909,
207.06,24.84394,113.50513,
207.08,24.84652,113.89901,
207.10001,24.84928,113.92583,
207.12,24.85194,113.69521,
207.14,24.85428,113.35043,
207.16,24.85641,113.29037,
207.17999,24.85868,113.69373,
207.2,24.86125,114.01155,
207.22,24.86393,113.98212,
207.24001,24.86655,113.76811,
207.25999,24.86893,113.51751,
207.28,24.87099,113.27258,
207.3,24.87296,113.38377,
207.32001,24.8752,113.85461,
207.34,24.8778,114.16734,
207.36,24.88055,114.10046,
207.38,24.88317,113.78979,
207.39999,24.88547,113.45451,
207.42,24.88758,113.39175,
207.44,24.88988,113.7473,
207.46001,24.89249,114.09031,
207.48,24.89518,114.04475,
207.5,24.89777,113.79412,
207.52,24.90008,113.49564,
207.53999,24.90209,113.27377,
207.56,24.90405,113.43539,
207.58,24.90635,113.92694,
207.60001,24.909,114.23786,
207.62,24.91177,114.09508,
207.64,24.91439,113.7636,
207.66,24.91669,113.39453,
207.67999,24.9188,113.32764,
207.7,24.9211,113.7189,
207.72,24.92368,114.03252,
207.74001,24.92636,113.88501,
207.75999,24.92895,113.55164,
207.78,24.9313,113.05939,
207.8,24.93333,112.7198,
207.82001,24.93535,112.95607,
207.84,24.93769,113.54305,
207.86,24.94033,113.87146,
207.88,24.94307,113.76343,
207.89999,24.94564,113.3834,
207.92,24.94785,113.07898,
207.94,24.94995,113.23843,
207.96001,24.95229,113.75806,
207.98,24.95491,113.95186,
208,24.95757,113.77296,
208.02,24.96013,113.61931,
208.03999,24.96243,113.32892,
208.06,24.96443,113.11836,
208.08,24.96643,113.3874,
208.10001,24.96876,113.90491,
208.12,24.97143,114.03374,
208.14,24.9742,113.79562,
208.16,24.97678,113.45122,
208.17999,24.97902,113.1708,
208.2,24.98117,113.22951,
208.22,24.98354,113.61497,
208.24001,24.98615,113.79664,
208.25999,24.9888,113.78097,
208.28,24.99132,113.59321,
208.3,24.99356,113.30734,
208.32001,24.99552,113.13757,
208.34,24.99755,113.36857,
208.36,24.99997,113.88685,
208.38,25.00269,114.07256,
208.39999,25.00546,113.9026,
208.42,25.008,113.55592,
208.44,25.0102,113.32407,
208.46001,25.01234,113.55641,
208.48,25.01475,114.04469,
208.5,25.01737,114.27208,
208.52,25.02,114.13153,
208.53999,25.02247,113.80857,
208.56,25.02467,113.46346,
208.58,25.02665,113.3687,
208.60001,25.02875,113.66866,
208.62,25.03121,113.97257,
208.64,25.03397,114.06169,
208.66,25.03676,113.92256,
208.67999,25.03926,113.62333,
208.7,25.0414,113.32835,
208.72,25.0435,113.42937,
208.74001,25.04589,113.91301,
208.75999,25.04852,114.17198,
208.78,25.05116,114.07655,
208.8,25.05367,113.81928,
208.82001,25.05588,113.55367,
208.84,25.05787,113.5208,
208.86,25.05998,113.94041,
208.88,25.06245,114.47712,
208.89999,25.06518,114.65173,
208.92,25.06789,114.46447,
208.94,25.07035,114.15863,
208.96001,25.07252,113.87948,
208.98,25.0747,113.98964,
209,25.07718,114.26061,
209.02,25.07986,114.23866,
209.03999,25.08251,114.03497,
209.06,25.08496,113.77317,
209.08,25.08708,113.46719,
209.10001,25.08902,113.47577,
209.12,25.09116,113.92664,
209.14,25.09368,114.41024,
209.16,25.09646,114.62672,
209.17999,25.09921,114.51852,
209.2,25.10165,114.08929,
209.22,25.10378,113.74208,
209.24001,25.10598,113.94264,
209.25999,25.10847,114.43388,
209.28,25.11114,114.64411,
209.3,25.11374,114.52612,
209.32001,25.11612,114.26225,
209.34,25.11818,113.90157,
209.36,25.12012,113.94682,
209.38,25.1223,114.38538,
209.39999,25.12487,114.67455,
209.42,25.12766,114.58367,
209.44,25.1304,114.25458,
209.46001,25.13284,113.79372,
209.48,25.13497,113.49713,
209.5,25.13714,113.71571,
209.52,25.1396,114.10869,
209.53999,25.14224,114.2422,
209.56,25.14484,114.12945,
209.58,25.14724,113.94042,
209.60001,25.14935,113.75086,
209.62,25.15134,113.82178,
209.64,25.15355,114.26163,
209.66,25.15613,114.53206,
209.67999,25.1589,114.4677,
209.7,25.16158,114.11151,
209.72,25.16391,113.54977,
209.74001,25.16598,113.37765,
209.75999,25.1682,113.85638,
209.78,25.17077,114.36909,
209.8,25.1735,114.46006,
209.82001,25.17614,114.38409,
209.84,25.17852,114.2545,
209.86,25.18056,113.99781,
209.88,25.1825,114.0416,
209.89999,25.18469,114.4731,
209.92,25.18725,114.83423,
209.94,25.19002,114.79208,
209.96001,25.19272,114.47895,
209.98,25.1951,114.08498,
210,25.19724,113.99356,
210.02,25.19953,114.33356,
210.03999,25.20212,114.66908,
210.06,25.20482,114.67599,
210.08,25.20737,114.47006,
210.10001,25.20967,114.3007,
210.12,25.21167,114.11947,
210.14,25.21363,114.1944,
210.16,25.21589,114.57546,
210.17999,25.21854,114.81184,
210.2,25.22137,114.66515,
210.22,25.22406,114.26083,
210.24001,25.22635,113.71571,
210.25999,25.22842,113.65565,
210.28,25.2307,114.1359,
210.3,25.2333,114.41312,
210.32001,25.23596,114.24258,
210.34,25.23852,113.95176,
210.36,25.24083,113.72038,
210.38,25.24286,113.55695,
210.39999,25.24486,113.79654,
210.42,25.24714,114.24696,
210.44,25.2498,114.52848,
210.46001,25.25263,114.50319,
210.48,25.25532,114.20409,
210.5,25.25759,113.87347,
210.52,25.25968,113.88795,
210.53999,25.26199,114.22946,
210.56,25.26459,114.47694,
210.58,25.26725,114.32668,
210.60001,25.26978,114.11136,
210.62,25.27205,113.93674,
210.64,25.27405,113.8856,
210.66,25.27605,114.06954,
210.67999,25.27836,114.5015,
210.7,25.28101,114.83124,
210.72,25.2838,114.73917,
210.74001,25.28642,114.33548,
210.75999,25.28865,113.88103,
210.78,25.29075,113.93066,
210.8,25.2931,114.37241,
210.82001,25.29577,114.49126,
210.84,25.2985,114.25849,
210.86,25.30104,114.03297,
210.88,25.30324,113.72046,
210.89999,25.30516,113.58552,
210.92,25.30714,113.86073,
210.94,25.30946,114.27804,
210.96001,25.31214,114.57794,
210.98,25.31496,114.58721,
211,25.31757,114.33702,
211.02,25.31982,113.94495,
211.03999,25.32195,113.93011,
211.06,25.32434,114.31151,
211.08,25.32698,114.44838,
211.10001,25.32961,114.29238,
211.12,25.3321,114.1354,
211.14,25.33432,113.82765,
211.16,25.33629,113.55772,
211.17999,25.33834,113.82359,
211.2,25.34074,114.39826,
211.22,25.34347,114.78697,
211.24001,25.34627,114.77296,
211.25999,25.34882,114.35137,
211.28,25.35101,114.07716,
211.3,25.35313,114.25134,
211.32001,25.35554,114.71124,
211.34,25.35821,114.89458,
211.36,25.36088,114.72642,
211.38,25.36339,114.54806,
211.39999,25.36557,114.29942,
211.42,25.36751,114.25784,
211.44,25.36958,114.55982,
211.46001,25.37201,115.02266,
211.48,25.37472,115.27299,
211.5,25.37745,115.11895,
211.52,25.37995,114.68118,
211.53999,25.38212,114.36777,
211.56,25.38429,114.53873,
211.58,25.38677,114.89806,
211.60001,25.38946,114.95597,
211.62,25.39211,114.7545,
211.64,25.39457,114.57607,
211.66,25.39673,114.34267,
211.67999,25.39867,114.27562,
211.7,25.40075,114.63061,
211.72,25.40322,115.05217,
211.74001,25.40597,115.09499,
211.75999,25.40873,114.81429,
211.78,25.4112,114.47139,
211.8,25.41335,114.37546,
211.82001,25.41554,114.68291,
211.84,25.41807,115.09725,
211.86,25.42077,115.30755,
211.88,25.4234,115.12808,
211.89999,25.42583,114.77225,
211.92,25.42791,114.42903,
211.94,25.42982,114.4754,
211.96001,25.43194,115.02377,
211.98,25.43443,115.58196,
212,25.43718,115.72375,
212.02,25.4399,115.51397,
212.03999,25.44235,115.19752,
212.06,25.44451,115.02528,
212.08,25.44672,115.26221,
212.10001,25.44923,115.45089,
212.12,25.45188,115.41379,
212.14,25.4545,115.24102,
212.16,25.45695,114.95605,
212.17999,25.45908,114.62763,
212.2,25.46103,114.56725,
212.22,25.46318,115.02541,
212.24001,25.46569,115.61106,
212.25999,25.46841,115.70015,
212.28,25.47109,115.25877,
212.3,25.47348,114.73332,
212.32001,25.47561,114.5947,
212.34,25.47784,114.92181,
212.36,25.48039,115.22807,
212.38,25.4831,115.17685,
212.39999,25.48573,114.92989,
212.42,25.48815,114.6079,
212.44,25.49023,114.3397,
212.46001,25.49217,114.36274,
212.48,25.49436,114.76617,
212.5,25.49691,115.18221,
212.52,25.49962,115.17934,
212.53999,25.50225,114.88815,
212.56,25.50461,114.4977,
212.58,25.50676,114.38716,
212.60001,25.50905,114.65468,
212.62,25.51163,114.91515,
212.64,25.51432,114.94447,
212.66,25.51695,114.84103,
212.67999,25.51934,114.57408,
212.7,25.5214,114.26961,
212.72,25.52336,114.34484,
212.74001,25.5256,114.80306,
212.75999,25.52819,115.23584,
212.78,25.53093,115.35355,
212.8,25.53355,115.21596,
212.82001,25.53586,114.92666,
212.84,25.53798,114.84461,
212.86,25.54026,115.19241,
212.88,25.54286,115.53709,
212.89999,25.54556,115.4749,
212.92,25.54813,115.11362,
212.94,25.55045,114.79459,
212.96001,25.55246,114.61046,
212.98,25.55442,114.86559,
213,25.55671,115.38792,
213.02,25.55938,115.66898,
213.03999,25.56217,115.61896,
213.06,25.56482,115.36102,
213.08,25.56712,115.00713,
213.10001,25.56923,114.91669,
213.12,25.57151,115.16809,
213.14,25.57407,115.43637,
213.16,25.57673,115.53829,
213.17999,25.57935,115.49609,
213.2,25.58171,115.31915,
213.22,25.58375,115.12934,
213.24001,25.58576,115.3716,
213.25999,25.58809,115.96587,
213.28,25.59074,116.24001,
213.3,25.5935,116.03434,
213.32001,25.59607,115.62918,
213.34,25.59829,115.33944,
213.36,25.60038,115.37905,
213.38,25.6027,115.79353,
213.39999,25.60531,116.11243,
213.42,25.60799,115.97128,
213.44,25.61057,115.66745,
213.46001,25.61289,115.29749,
213.48,25.61489,115.09246,
213.5,25.61687,115.29185,
213.52,25.61917,115.69931,
213.53999,25.62181,115.92158,
213.56,25.62458,115.78642,
213.58,25.62718,115.47672,
213.60001,25.62945,115.18846,
213.62,25.63159,115.21476,
213.64,25.63394,115.60616,
213.66,25.63654,115.91257,
213.67999,25.63918,115.88537,
213.7,25.64172,115.73174,
213.72,25.64397,115.44186,
213.74001,25.64593,115.23135,
213.75999,25.64796,115.48503,
213.78,25.65036,116.0362,
213.8,25.65308,116.43655,
213.82001,25.65587,116.37904,
213.84,25.65843,116.05534,
213.86,25.66063,115.74206,
213.88,25.66275,115.79012,
213.89999,25.66512,116.17963,
213.92,25.66772,116.46972,
213.94,25.67032,116.41096,
213.96001,25.6728,116.14558,
213.98,25.67505,115.82954,
214,25.67707,115.67826,
214.02,25.67917,115.90209,
214.03999,25.68161,116.30653,
214.06,25.68435,116.5986,
214.08,25.68713,116.48705,
214.10001,25.68964,116.01848,
214.12,25.69181,115.73792,
214.14,25.69391,115.98342,
214.16,25.6963,116.4455,
214.17999,25.69892,116.56988,
214.2,25.70157,116.4474,
214.22,25.7041,116.29224,
214.24001,25.70633,116.08495,
214.25999,25.70832,115.98772,
214.28,25.71041,116.33047,
214.3,25.71288,116.81429,
214.32001,25.71558,116.94218,
214.34,25.7183,116.7719,
214.36,25.72076,116.45207,
214.38,25.72293,116.20914,
214.39999,25.7251,116.38647,
214.42,25.72758,116.75154,
214.44,25.73027,116.87482,
214.46001,25.73293,116.85383,
214.48,25.73538,116.65652,
214.5,25.7375,116.29247,
214.52,25.73943,116.19025,
214.53999,25.74154,116.51621,
214.56,25.74405,116.97491,
214.58,25.74682,117.18147,
214.60001,25.74961,117.02421,
214.62,25.75207,116.63472,
214.64,25.7542,116.41162,
214.66,25.75638,116.6451,
214.67999,25.75886,116.93173,
214.7,25.76153,116.91924,
214.72,25.76414,116.65196,
214.74001,25.76653,116.35786,
214.75999,25.7686,116.04812,
214.78,25.77054,116.07053,
214.8,25.77271,116.56378,
214.82001,25.77527,117.06453,
214.84,25.77806,117.23076,
214.86,25.78082,117.04821,
214.88,25.78326,116.60513,
214.89999,25.78539,116.34261,
214.92,25.78755,116.53485,
214.94,25.78999,116.94115,
214.96001,25.79261,117.06665,
214.98,25.79521,117.00488,
215,25.79762,116.76289,
215.02,25.79974,116.37966,
215.03999,25.80173,116.31028,
215.06,25.80392,116.66422,
215.08,25.8065,116.98871,
215.10001,25.80928,116.95055,
215.12,25.81198,116.67525,
215.14,25.81433,116.3197,
215.16,25.81641,116.24404,
215.17999,25.81861,116.5826,
215.2,25.82115,116.96848,
215.22,25.82388,117.00026,
215.24001,25.82654,116.80771,
215.25999,25.82894,116.52806,
215.28,25.831,116.26785,
215.3,25.83294,116.3558,
215.32001,25.83512,116.80752,
215.34,25.83767,117.23087,
215.36,25.84044,117.3406,
215.38,25.84314,117.16635,
215.39999,25.84552,116.77025,
215.42,25.84764,116.5757,
215.44,25.84991,116.92152,
215.46001,25.8525,117.28974,
215.48,25.8552,117.30937,
215.5,25.85777,117.16805,
215.52,25.86007,116.93874,
215.53999,25.86207,116.71925,
215.56,25.86402,116.88393,
215.58,25.86627,117.44179,
215.60001,25.86889,117.86595,
215.62,25.87172,117.91287,
215.64,25.87443,117.62611,
215.66,25.87675,117.13178,
215.67999,25.87885,116.98344,
215.7,25.88111,117.34498,
215.72,25.8837,117.5934,
215.74001,25.88638,117.41666,
215.75999,25.88894,117.13248,
215.78,25.89125,116.85638,
215.8,25.89327,116.68879,
215.82001,25.89525,116.90292,
215.84,25.89752,117.42258,
215.86,25.90015,117.64828,
215.88,25.90296,117.55818,
215.89999,25.90565,117.16058,
215.92,25.90795,116.80675,
215.94,25.91004,116.89936,
215.96001,25.91236,117.4855,
215.98,25.91497,117.80925,
216,25.91765,117.66037,
216.02,25.9202,117.40524,
216.03999,25.92248,117.15002,
216.06,25.92447,117.00883,
216.08,25.92646,117.27904,
216.10001,25.92876,117.69556,
216.12,25.93142,118.03555,
216.14,25.93423,118.0014,
216.16,25.93685,117.60589,
216.17999,25.93908,117.19727,
216.2,25.94116,117.24209,
216.22,25.9435,117.7551,
216.24001,25.94617,118.12511,
216.25999,25.94889,118.0788,
216.28,25.95144,117.89398,
216.3,25.95367,117.64116,
216.32001,25.9556,117.53155,
216.34,25.95758,117.84173,
216.36,25.95989,118.38821,
216.38,25.96256,118.65724,
216.39999,25.96537,118.52693,
216.42,25.968,118.1577,
216.44,25.97026,117.7551,
216.46001,25.97237,117.73122,
216.48,25.97474,118.0142,
216.5,25.97736,118.09505,
216.52,25.97999,117.86883,
216.53999,25.98248,117.62486,
216.56,25.9847,117.31831,
216.58,25.98668,117.1969,
216.60001,25.98872,117.51801,
216.62,25.99111,118.08563,
216.64,25.99383,118.20367,
216.66,25.99664,117.89787,
216.67999,25.99923,117.42925,
216.7,26.00142,117.07108,
216.72,26.00353,117.16666,
216.74001,26.00592,117.65768,
216.75999,26.00858,117.88841,
216.78,26.01127,117.92343,
216.8,26.01379,117.86064,
216.82001,26.01599,117.6716,
216.84,26.01793,117.59518,
216.86,26.01997,117.95727,
216.88,26.02236,118.41809,
216.89999,26.02506,118.47032,
216.92,26.02782,118.20408,
216.94,26.03035,117.75359,
216.96001,26.03253,117.3653,
216.98,26.03467,117.52893,
217,26.03711,118.02084,
217.02,26.03981,118.2261,
217.03999,26.04248,118.07649,
217.06,26.04498,117.79688,
217.08,26.04716,117.44647,
217.10001,26.0491,117.35858,
217.12,26.05117,117.70734,
217.14,26.05363,118.12186,
217.16,26.05637,118.2623,
217.17999,26.05913,118.10994,
217.2,26.0616,117.82275,
217.22,26.06376,117.73067,
217.24001,26.06595,118.00872,
217.25999,26.06846,118.36813,
217.28,26.07117,118.28223,
217.3,26.07384,117.96529,
217.32001,26.07629,117.60322,
217.34,26.0784,117.30704,
217.36,26.08033,117.36594,
217.38,26.08243,117.90018,
217.39999,26.0849,118.35981,
217.42,26.08762,118.45977,
217.44,26.09032,118.23362,
217.46001,26.09275,117.92612,
217.48,26.09491,117.71847,
217.5,26.09711,117.94984,
217.52,26.09961,118.38499,
217.53999,26.10228,118.49067,
217.56,26.10491,118.35574,
217.58,26.10736,118.09161,
217.60001,26.10948,117.77684,
217.62,26.11142,117.73547,
217.64,26.11354,118.08221,
217.66,26.11604,118.43176,
217.67999,26.11878,118.42883,
217.7,26.12148,118.17677,
217.72,26.1239,117.81712,
217.74001,26.12605,117.70744,
217.75999,26.12827,117.99734,
217.78,26.1308,118.3975,
217.8,26.13347,118.4666,
217.82001,26.13609,118.27633,
217.84,26.13851,118.09879,
217.86,26.1406,117.87605,
217.88,26.14254,117.95861,
217.89999,26.1447,118.42348,
217.92,26.14725,118.83913,
217.94,26.14998,118.87827,
217.96001,26.15266,118.54768,
217.98,26.15504,118.13425,
218,26.15719,117.98338,
218.02,26.15946,118.22931,
218.03999,26.16202,118.5055,
218.06,26.1647,118.50552,
218.08,26.16733,118.37098,
