Time,Extension,Load
0.0,0.0,0.00888
0.005,0.0,0.0106
0.01,0.0,0.01156
0.015,0.0,0.01202
0.02,2e-05,0.00701
0.025,8e-05,0.00389
0.03,0.00018,0.00366
0.035,0.00033,0.00398
0.04,0.00053,0.00243
0.045,0.00077,0.00357
0.05,0.00106,0.00906
0.055,0.00142,0.01856
0.06,0.00185,0.02855
0.065,0.00239,0.03547
0.07,0.00306,0.04128
0.075,0.00385,0.04897
0.08,0.00479,0.0574
0.085,0.00587,0.06331
0.09,0.00709,0.07871
0.095,0.00844,0.09898
0.1,0.00991,0.12229
0.105,0.01148,0.14868
0.11,0.01315,0.16945
0.115,0.01489,0.19336
0.12,0.01667,0.21819
0.125,0.01846,0.24972
0.13,0.02025,0.28691
0.135,0.02199,0.32867
0.14,0.02368,0.36766
0.145,0.0253,0.39905
0.15,0.02685,0.43539
0.155,0.02834,0.48164
0.16,0.02979,0.53378
0.165,0.03119,0.58754
0.17,0.03257,0.63912
0.175,0.03395,0.68318
0.18,0.03534,0.72183
0.185,0.03674,0.7536
0.19,0.03815,0.78276
0.195,0.03959,0.8159
0.2,0.04104,0.85523
0.205,0.04251,0.90041
0.21,0.04398,0.95284
0.215,0.04545,1.00848
0.22,0.0469,1.06679
0.225,0.04833,1.13419
0.23,0.04971,1.1994
0.235,0.05105,1.25233
0.24,0.05232,1.30077
0.245,0.05354,1.34757
0.25,0.05471,1.39755
0.255,0.05583,1.44602
0.26,0.05692,1.48807
0.265,0.05799,1.53207
0.27,0.05906,1.57939
0.275,0.06014,1.62447
0.28,0.06125,1.66453
0.285,0.06239,1.70298
0.29,0.06356,1.73893
0.295,0.06478,1.77906
0.3,0.06604,1.82131
0.305,0.06733,1.86344
0.31,0.06863,1.89934
0.315,0.06996,1.93772
0.32,0.07129,1.98172
0.325,0.07262,2.02099
0.33,0.07395,2.05253
0.335,0.07527,2.08028
0.34,0.07657,2.10552
0.345,0.07786,2.12948
0.35,0.07913,2.15516
0.355,0.08037,2.18382
0.36,0.08157,2.21359
0.365,0.08274,2.23431
0.37,0.08387,2.25987
0.375,0.08496,2.28382
0.38,0.086,2.29911
0.385,0.08702,2.30877
0.39,0.08801,2.31759
0.395,0.08899,2.32871
0.4,0.08997,2.33828
0.405,0.09097,2.35203
0.41,0.09199,2.3644
0.415,0.09304,2.37649
0.42,0.09413,2.39459
0.425,0.09527,2.4155
0.43,0.09646,2.44284
0.435,0.09769,2.47021
0.44,0.09897,2.50149
0.445,0.10028,2.52734
0.45,0.10163,2.5538
0.455,0.10299,2.57953
0.46,0.10437,2.60496
0.465,0.10576,2.62784
0.47,0.10714,2.65327
0.475,0.10851,2.67837
0.48,0.10986,2.69429
0.485,0.11116,2.70325
0.49,0.11243,2.71199
0.495,0.11364,2.71356
0.5,0.1148,2.71084
0.505,0.11591,2.71648
0.51,0.11699,2.72571
0.515,0.11803,2.73308
0.52,0.11905,2.74264
0.525,0.12008,2.75017
0.53,0.12112,2.76101
0.535,0.12218,2.77738
0.54,0.12329,2.79587
0.545,0.12444,2.80829
0.55,0.12565,2.82188
0.555,0.1269,2.83524
0.56,0.1282,2.84415
0.565,0.12953,2.85351
0.57,0.13089,2.86585
0.575,0.13226,2.88777
0.58,0.13363,2.91164
0.585,0.135,2.93129
0.59,0.13635,2.94216
0.595,0.1377,2.94868
0.6,0.13902,2.95493
0.605,0.14032,2.96299
0.61,0.14159,2.9699
0.615,0.14284,2.97544
0.62,0.14404,2.97977
0.625,0.14521,2.97648
0.63,0.14633,2.97752
0.635,0.1474,2.98151
0.64,0.14844,2.98758
0.645,0.14945,2.99634
0.65,0.15045,3.00754
0.655,0.15143,3.01594
0.66,0.15242,3.02083
0.665,0.15343,3.02349
0.67,0.15447,3.02631
0.675,0.15554,3.03249
0.68,0.15666,3.04288
0.685,0.15782,3.05144
0.69,0.15903,3.05752
0.695,0.16028,3.06112
0.7,0.16158,3.06505
0.705,0.1629,3.07247
0.71,0.16426,3.082
0.715,0.16563,3.09346
0.72,0.16702,3.10693
0.725,0.16841,3.11894
0.73,0.1698,3.12599
0.735,0.17118,3.12779
0.74,0.17253,3.1276
0.745,0.17384,3.12623
0.75,0.17511,3.11805
0.755,0.17633,3.10623
0.76,0.17749,3.10206
0.765,0.17862,3.1085
0.77,0.1797,3.114
0.775,0.18076,3.11352
0.78,0.18181,3.11168
0.785,0.18287,3.10613
0.79,0.18394,3.10083
0.795,0.18504,3.09838
0.8,0.18619,3.09865
0.805,0.18738,3.10493
0.81,0.18861,3.11743
0.815,0.18989,3.13118
0.82,0.19119,3.14699
