Time,Extension,Load
0,0,0.17781
0.02,1.00E-05,0.1766
0.04,0.00021,0.1944
0.06,0.00078,0.19964
0.08,0.002,0.23207
0.1,0.00428,0.21174
0.12,0.00734,0.19081
0.14,0.01077,0.22287
0.16,0.0144,0.23675
0.18,0.01795,0.20909
0.2,0.02108,0.17225
0.22,0.02355,0.17762
0.24,0.02562,0.19342
0.26,0.02784,0.20353
0.28,0.03044,0.20356
0.3,0.03321,0.16789
0.32,0.03586,0.17696
0.34,0.03818,0.19463
0.36,0.04032,0.20332
0.38,0.04267,0.21819
0.4,0.04531,0.19638
0.42,0.04801,0.20664
0.44,0.05058,0.20592
0.46,0.05288,0.22422
0.48,0.05488,0.24476
0.5,0.05686,0.26084
0.52,0.05915,0.22365
0.54,0.06177,0.20043
0.56,0.0645,0.18837
0.58,0.06709,0.20222
0.6,0.06933,0.23303
0.62,0.07142,0.22871
0.64,0.07374,0.2281
0.66,0.07633,0.22037
0.68,0.079,0.23299
0.7,0.08158,0.26009
0.72,0.08392,0.24659
0.74,0.08596,0.22443
0.76,0.08797,0.22241
0.78,0.09029,0.21588
0.8,0.09295,0.22608
0.82,0.09571,0.22272
0.84,0.0983,0.24342
0.86,0.10054,0.21978
0.88,0.10266,0.19586
0.9,0.10502,0.22325
0.92,0.10768,0.22331
0.94,0.11038,0.226
0.96,0.11294,0.24757
0.98,0.11521,0.21949
1,0.11719,0.24207
1.02,0.11921,0.26707
1.04,0.12157,0.26262
1.06,0.12423,0.25518
1.08,0.12698,0.27436
1.1,0.12953,0.25868
1.12,0.13175,0.25639
1.14,0.13389,0.2918
1.16,0.13629,0.28611
1.18,0.13893,0.26742
1.2,0.14159,0.25855
1.22,0.14414,0.2541
1.24,0.14639,0.25625
1.26,0.14838,0.27056
1.28,0.15045,0.2679
1.3,0.15287,0.29675
1.32,0.15556,0.2938
1.34,0.15827,0.25722
1.36,0.16076,0.25601
1.38,0.16293,0.24463
1.4,0.16507,0.25937
1.42,0.16751,0.27329
1.44,0.17019,0.30753
1.46,0.17285,0.29536
1.48,0.17535,0.242
1.5,0.17754,0.23679
1.52,0.1795,0.22796
1.54,0.18158,0.25192
1.56,0.18404,0.26762
1.58,0.18678,0.27691
1.6,0.18953,0.26562
1.62,0.19201,0.26816
1.64,0.19416,0.27756
1.66,0.1963,0.26441
1.68,0.19874,0.28767
1.7,0.2014,0.27508
1.72,0.20405,0.23272
1.74,0.20655,0.26407
1.76,0.20873,0.28715
1.78,0.21071,0.30438
1.8,0.21284,0.31691
1.82,0.21533,0.29854
1.84,0.21807,0.27653
1.86,0.22079,0.28425
1.88,0.22322,0.30134
1.9,0.22533,0.2824
1.92,0.22749,0.3002
1.94,0.22997,0.31562
1.96,0.23265,0.31508
1.98,0.23528,0.27887
2,0.23776,0.28861
2.02,0.23993,0.28922
2.04,0.24188,0.3103
2.06,0.24398,0.33183
2.08,0.24647,0.32296
2.1,0.24922,0.34722
2.12,0.25195,0.36589
2.14,0.25438,0.35454
2.16,0.25651,0.35254
2.18,0.25869,0.32779
2.2,0.26119,0.29635
2.22,0.26385,0.2731
2.24,0.26648,0.27315
2.26,0.26891,0.28435
2.28,0.27099,0.30357
2.3,0.27293,0.34
2.32,0.27511,0.32291
2.34,0.27768,0.31406
2.36,0.28047,0.33982
2.38,0.28319,0.32577
2.4,0.28558,0.3277
2.42,0.28769,0.30984
2.44,0.28988,0.30161
2.46,0.29238,0.31624
2.48,0.29502,0.31908
2.5,0.29761,0.33033
2.52,0.30001,0.33773
2.54,0.30212,0.32085
2.56,0.30412,0.31264
2.58,0.30635,0.29623
2.6,0.30895,0.30984
2.62,0.31174,0.32928
2.64,0.31444,0.3594
2.66,0.31677,0.34815
2.68,0.31885,0.35931
2.7,0.32106,0.36287
2.72,0.32359,0.37452
2.74,0.32625,0.36639
2.76,0.32884,0.34561
2.78,0.33122,0.32715
2.8,0.33331,0.33422
2.82,0.33531,0.33881
2.84,0.33757,0.3542
2.86,0.34019,0.36451
2.88,0.34294,0.36415
2.9,0.3456,0.32794
2.92,0.34792,0.32581
2.94,0.35003,0.3573
2.96,0.35231,0.36412
2.98,0.3549,0.36899
3,0.3576,0.36438
3.02,0.36019,0.33867
3.04,0.3625,0.33982
3.06,0.3645,0.34322
3.08,0.36647,0.33379
3.1,0.36876,0.36156
3.12,0.37143,0.39837
3.14,0.37426,0.41351
3.16,0.37692,0.38693
3.18,0.37918,0.35511
3.2,0.38126,0.35221
3.22,0.38355,0.36658
3.24,0.38615,0.37529
3.26,0.38882,0.3916
3.28,0.39136,0.36388
3.3,0.39362,0.37597
3.32,0.3956,0.37387
3.34,0.39762,0.37697
3.36,0.39998,0.40007
3.38,0.40266,0.3982
3.4,0.40545,0.36551
3.42,0.40808,0.35975
3.44,0.41034,0.35179
3.46,0.41241,0.37986
3.48,0.41469,0.38478
3.5,0.41727,0.39369
3.52,0.41991,0.3886
3.54,0.42245,0.37422
