Time,Extension,Load
0.0,0.0,-0.03654
0.005,0.0,-0.04332
0.01,0.0,-0.04205
0.015,0.0,-0.03888
0.02,2e-05,-0.03653
0.025,7e-05,-0.03355
0.03,0.00015,-0.03291
0.035,0.00028,-0.02601
0.04,0.00046,-0.02031
0.045,0.00068,-0.01646
0.05,0.00094,-0.01394
0.055,0.00125,-0.01285
0.06,0.00163,-0.01568
0.065,0.00209,-0.01755
0.07,0.00264,-0.01277
0.075,0.00331,-0.00501
0.08,0.0041,0.00182
0.085,0.00503,0.00757
0.09,0.0061,0.01206
0.095,0.00731,0.00699
0.1,0.00865,-0.0022
0.105,0.01012,-0.00243
0.11,0.0117,-0.00178
0.115,0.01336,0.00099
0.12,0.01507,-0.00193
0.125,0.01682,-0.00116
0.13,0.01858,-0.00043
0.135,0.02034,-0.00197
0.14,0.02209,-0.00571
0.145,0.02383,-0.00802
0.15,0.02557,-0.00729
0.155,0.02731,-0.00277
0.16,0.02905,0.00715
0.165,0.03078,0.01384
0.17,0.03251,0.01518
0.175,0.03421,0.01108
0.18,0.03588,0.0072
0.185,0.03753,0.00608
0.19,0.03913,0.00865
0.195,0.0407,0.0076
0.2,0.04223,0.00338
0.205,0.04371,0.00044
0.21,0.04513,0.00494
0.215,0.04649,0.01152
0.22,0.04778,0.0118
0.225,0.049,0.0087
0.23,0.05016,0.00391
0.235,0.05126,-0.00058
0.24,0.05232,-0.0025
0.245,0.05334,-0.00012
0.25,0.05435,0.00475
0.255,0.05536,0.01065
0.26,0.05637,0.01446
0.265,0.05742,0.01891
0.27,0.05849,0.02487
0.275,0.05961,0.02968
0.28,0.06078,0.02954
0.285,0.06199,0.02403
0.29,0.06325,0.01723
0.295,0.06454,0.01048
0.3,0.06588,0.00176
0.305,0.06724,-0.00641
0.31,0.06862,-0.01548
0.315,0.07001,-0.01988
0.32,0.07141,-0.02167
0.325,0.0728,-0.02083
0.33,0.07417,-0.01378
0.335,0.0755,-0.0078
0.34,0.07679,0.00168
0.345,0.07803,0.01042
0.35,0.07922,0.02612
0.355,0.08036,0.04047
0.36,0.08144,0.0493
0.365,0.0825,0.05643
0.37,0.08353,0.0588
0.375,0.08456,0.05619
0.38,0.08561,0.05056
0.385,0.08667,0.05303
0.39,0.08778,0.05507
0.395,0.08893,0.05339
0.4,0.09013,0.04183
0.405,0.09138,0.02848
0.41,0.09268,0.01376
0.415,0.094,-0.00292
0.42,0.09535,-0.01983
0.425,0.09672,-0.02649
0.43,0.09808,-0.02186
0.435,0.09944,-0.01329
0.44,0.10079,-0.00893
0.445,0.10212,-0.00963
0.45,0.10343,-0.00611
0.455,0.10472,-0.00232
0.46,0.10597,0.00489
0.465,0.10719,0.01218
0.47,0.10837,0.01681
0.475,0.1095,0.02357
0.48,0.11059,0.02847
0.485,0.11163,0.03129
0.49,0.11263,0.03369
0.495,0.11361,0.03118
0.5,0.11457,0.02196
0.505,0.11552,0.00873
0.51,0.11648,0.00101
0.515,0.11746,-0.00367
0.52,0.11847,-0.0055
0.525,0.11952,-0.01101
0.53,0.12062,-0.01426
0.535,0.12176,-0.01686
0.54,0.12295,-0.01169
0.545,0.1242,-0.00564
0.55,0.12548,-0.00248
0.555,0.12681,-0.00176
0.56,0.12816,-0.00728
0.565,0.12955,-0.00948
0.57,0.13095,-0.01745
0.575,0.13236,-0.02786
0.58,0.13376,-0.03673
0.585,0.13516,-0.04329
0.59,0.13652,-0.04147
