Time,Extension,Load
0.0,0.0,0.00388
0.005,0.0,0.0116
0.01,0.0,0.01913
0.015,0.0,0.02086
0.02,2e-05,0.02254
0.025,6e-05,0.02143
0.03,0.00015,0.02371
0.035,0.00028,0.03166
0.04,0.00045,0.0331
0.045,0.00067,0.03259
0.05,0.00094,0.03391
0.055,0.00125,0.0356
0.06,0.00163,0.03893
0.065,0.0021,0.04581
0.07,0.00266,0.05449
0.075,0.00334,0.06913
0.08,0.00413,0.08256
0.085,0.00505,0.09132
0.09,0.00608,0.10356
0.095,0.00723,0.1153
0.1,0.00847,0.12758
0.105,0.00981,0.14555
0.11,0.01125,0.16731
0.115,0.01277,0.18999
0.12,0.01439,0.21721
0.125,0.01608,0.24377
0.13,0.01786,0.27007
0.135,0.0197,0.29415
0.14,0.02158,0.31166
0.145,0.0235,0.33123
0.15,0.02544,0.36116
0.155,0.02736,0.39197
0.16,0.02927,0.4231
0.165,0.03114,0.45545
0.17,0.03295,0.48884
0.175,0.0347,0.51601
0.18,0.03637,0.55576
0.185,0.03794,0.5956
0.19,0.03942,0.63069
0.195,0.04079,0.66686
0.2,0.04207,0.70704
0.205,0.04326,0.74046
0.21,0.0444,0.76345
0.215,0.04548,0.78633
0.22,0.04654,0.80881
0.225,0.0476,0.8266
0.23,0.04867,0.85407
0.235,0.04977,0.88726
0.24,0.05091,0.91965
0.245,0.05209,0.9509
0.25,0.05331,0.97994
0.255,0.05459,1.00872
0.26,0.0559,1.04399
0.265,0.05726,1.08135
0.27,0.05865,1.12025
0.275,0.06006,1.15536
0.28,0.06148,1.19011
0.285,0.0629,1.22169
0.29,0.06431,1.25313
0.295,0.06569,1.2809
0.3,0.06703,1.30102
0.305,0.06832,1.31408
0.31,0.06956,1.32381
0.315,0.07074,1.34033
0.32,0.07187,1.36273
0.325,0.07295,1.38947
0.33,0.07401,1.41792
0.335,0.07505,1.44858
0.34,0.0761,1.47363
0.345,0.07716,1.50019
0.35,0.07825,1.53496
0.355,0.07939,1.56924
0.36,0.08057,1.60727
0.365,0.08179,1.64514
0.37,0.08306,1.68323
0.375,0.08436,1.71894
0.38,0.08568,1.75603
0.385,0.08703,1.7902
0.39,0.08837,1.82848
0.395,0.08972,1.87084
0.4,0.09105,1.91226
0.405,0.09238,1.95227
0.41,0.09369,1.98281
0.415,0.09497,2.01568
0.42,0.09624,2.05153
0.425,0.09747,2.09093
0.43,0.09867,2.1278
0.435,0.09983,2.15278
0.44,0.10095,2.18221
0.445,0.10203,2.20809
0.45,0.10307,2.23212
0.455,0.10408,2.25712
0.46,0.10507,2.27921
0.465,0.10605,2.30071
0.47,0.10703,2.32376
0.475,0.10802,2.34985
0.48,0.10904,2.38055
0.485,0.11009,2.40744
0.49,0.11119,2.43006
0.495,0.11232,2.45238
0.5,0.11351,2.47274
0.505,0.11475,2.50221
0.51,0.11602,2.53615
0.515,0.11734,2.56873
0.52,0.11869,2.60842
0.525,0.12006,2.64984
0.53,0.12145,2.69312
0.535,0.12285,2.73921
0.54,0.12425,2.78364
0.545,0.12564,2.82628
0.55,0.12701,2.86713
0.555,0.12834,2.89345
0.56,0.12962,2.91642
0.565,0.13086,2.94092
0.57,0.13204,2.96414
0.575,0.13317,2.98858
0.58,0.13426,3.00703
0.585,0.13532,3.02549
0.59,0.13636,3.04063
0.595,0.1374,3.05645
0.6,0.13844,3.07581
0.605,0.13952,3.09653
0.61,0.14062,3.11575
0.615,0.14178,3.13308
0.62,0.14297,3.1448
0.625,0.14421,3.15095
0.63,0.14549,3.16331
0.635,0.1468,3.18599
0.64,0.14812,3.21686
0.645,0.14946,3.24504
0.65,0.15081,3.27418
0.655,0.15215,3.3042
0.66,0.15348,3.33247
0.665,0.15479,3.36145
0.67,0.15609,3.38696
0.675,0.15737,3.41226
0.68,0.15862,3.43291
0.685,0.15983,3.45307
0.69,0.16101,3.47243
0.695,0.16214,3.48439
0.7,0.16323,3.49275
0.705,0.16428,3.499
0.71,0.1653,3.50915
0.715,0.16628,3.51672
0.72,0.16725,3.52418
0.725,0.16822,3.5332
0.73,0.16919,3.54033
0.735,0.17018,3.55112
0.74,0.1712,3.56556
0.745,0.17226,3.57867
0.75,0.17336,3.59145
0.755,0.17451,3.61098
0.76,0.17571,3.62913
0.765,0.17695,3.64972
0.77,0.17824,3.6698
0.775,0.17957,3.68484
0.78,0.18093,3.69698
0.785,0.18231,3.70125
0.79,0.18371,3.70838
0.795,0.18513,3.71878
0.8,0.18654,3.73213
0.805,0.18794,3.74604
0.81,0.18931,3.75267
0.815,0.19064,3.75622
0.82,0.19193,3.76168
0.825,0.19316,3.76767
0.83,0.19434,3.77726
0.835,0.19546,3.79004
0.84,0.19654,3.8012
